"","Date","Value"
"1760",2016-04-25,459.4
"1761",2016-04-24,451.29
"1762",2016-04-23,447.25
"1763",2016-04-22,451
"1764",2016-04-21,442.34
"1765",2016-04-20,435.91
"1766",2016-04-19,427.28
"1767",2016-04-18,425.71
"1768",2016-04-17,429.43
"1769",2016-04-16,429.09
"1770",2016-04-15,423.76
"1771",2016-04-14,424.61
"1772",2016-04-13,425.89
"1773",2016-04-12,420.69
"1774",2016-04-11,421.63
"1775",2016-04-10,417.73
"1776",2016-04-09,422.2
"1777",2016-04-08,420.33
"1778",2016-04-07,421.09
"1779",2016-04-06,421.77
"1780",2016-04-05,418.99
"1781",2016-04-04,418.07
"1782",2016-04-03,418.07
"1783",2016-04-02,416.25
"1784",2016-04-01,416.94
"1785",2016-03-31,412.35
"1786",2016-03-30,414
"1787",2016-03-29,422.96
"1788",2016-03-28,426.8
"1789",2016-03-27,415.71
"1790",2016-03-26,416.44
"1791",2016-03-25,416.47
"1792",2016-03-24,417.8
"1793",2016-03-23,415.35
"1794",2016-03-22,410.49
"1795",2016-03-21,410.77
"1796",2016-03-20,405.59
"1797",2016-03-19,408.87
"1798",2016-03-18,418.64
"1799",2016-03-17,415.99
"1800",2016-03-16,414.78
"1801",2016-03-15,414.78
"1802",2016-03-14,413.89
"1803",2016-03-13,412.44
"1804",2016-03-12,421.22
"1805",2016-03-11,416
"1806",2016-03-10,413.1
"1807",2016-03-09,412.39
"1808",2016-03-08,411.94
"1809",2016-03-07,408.86
"1810",2016-03-06,401
"1811",2016-03-05,416.48
"1812",2016-03-04,421.44
"1813",2016-03-03,429.99
"1814",2016-03-02,431.87
"1815",2016-03-01,436.18
"1816",2016-02-29,433.47
"1817",2016-02-28,432
"1818",2016-02-27,424.34
"1819",2016-02-26,421.4
"1820",2016-02-25,423.1
"1821",2016-02-24,417
"1822",2016-02-23,438.5
"1823",2016-02-22,434.67
"1824",2016-02-21,439.48
"1825",2016-02-20,418.02
"1826",2016-02-19,418.97
"1827",2016-02-18,418.04
"1828",2016-02-17,406.69
"1829",2016-02-16,402.64
"1830",2016-02-15,402.38
"1831",2016-02-14,388.6
"1832",2016-02-13,381.46
"1833",2016-02-12,376.75
"1834",2016-02-11,378.98
"1835",2016-02-10,372.61
"1836",2016-02-09,375.8
"1837",2016-02-08,373.74
"1838",2016-02-07,373.04
"1839",2016-02-06,386.49
"1840",2016-02-05,385.06
"1841",2016-02-04,368.38
"1842",2016-02-03,373.48
"1843",2016-02-02,372
"1844",2016-02-01,376.86
"1845",2016-01-31,378.24
"1846",2016-01-30,377.26
"1847",2016-01-29,382.44
"1848",2016-01-28,394.45
"1849",2016-01-27,394.12
"1850",2016-01-26,387.09
"1851",2016-01-25,404.75
"1852",2016-01-24,388.5
"1853",2016-01-23,385.7
"1854",2016-01-22,408
"1855",2016-01-21,408.33
"1856",2016-01-20,378.66
"1857",2016-01-19,385.28
"1858",2016-01-18,385.45
"1859",2016-01-17,370.4
"1860",2016-01-16,391.62
"1861",2016-01-15,431.9
"1862",2016-01-14,429.57
"1863",2016-01-13,446.66
"1864",2016-01-12,447.11
"1865",2016-01-11,446.24
"1866",2016-01-10,450.15
"1867",2016-01-09,447.04
"1868",2016-01-08,453.71
"1869",2016-01-07,430.75
"1870",2016-01-06,431.9
"1871",2016-01-05,433
"1872",2016-01-04,428.13
"1873",2016-01-03,433.94
"1874",2016-01-02,432.33
"1875",2016-01-01,429.34
"1876",2015-12-31,428
"1877",2015-12-30,431.13
"1878",2015-12-29,423.98
"1879",2015-12-28,418.46
"1880",2015-12-27,417.99
"1881",2015-12-26,454.98
"1882",2015-12-25,453.95
"1883",2015-12-24,441.4
"1884",2015-12-23,435.98
"1885",2015-12-22,438.7
"1886",2015-12-21,434.98
"1887",2015-12-20,461.16
"1888",2015-12-19,458.95
"1889",2015-12-18,453.39
"1890",2015-12-17,454.43
"1891",2015-12-16,459.48
"1892",2015-12-15,445.6
"1893",2015-12-14,438.79
"1894",2015-12-13,426.06
"1895",2015-12-12,444.29
"1896",2015-12-11,415.64
"1897",2015-12-10,414.01
"1898",2015-12-09,394.99
"1899",2015-12-08,395.58
"1900",2015-12-07,390.04
"1901",2015-12-06,390.04
"1902",2015-12-05,377.72
"1903",2015-12-04,362.49
"1904",2015-12-03,360.98
"1905",2015-12-02,359.32
"1906",2015-12-01,372.53
"1907",2015-11-30,363.98
"1908",2015-11-29,353.88
"1909",2015-11-28,359.54
"1910",2015-11-27,348
"1911",2015-11-26,325
"1912",2015-11-25,321.1
"1913",2015-11-24,324.49
"1914",2015-11-23,322.33
"1915",2015-11-22,325.56
"1916",2015-11-21,320.62
"1917",2015-11-20,329
"1918",2015-11-19,334.46
"1919",2015-11-18,335.95
"1920",2015-11-17,329.32
"1921",2015-11-16,322.33
"1922",2015-11-15,331.9
"1923",2015-11-14,332.2
"1924",2015-11-13,331.6
"1925",2015-11-12,309.9
"1926",2015-11-11,353.58
"1927",2015-11-10,378.8
"1928",2015-11-09,381.51
"1929",2015-11-08,387.38
"1930",2015-11-07,388.38
"1931",2015-11-06,400
"1932",2015-11-05,437.05
"1933",2015-11-04,409
"1934",2015-11-03,340.69
"1935",2015-11-02,311.5
"1936",2015-11-01,310.92
"1937",2015-10-31,329.2
"1938",2015-10-30,310.36
"1939",2015-10-29,298.95
"1940",2015-10-28,294.73
"1941",2015-10-27,284.95
"1942",2015-10-26,295.01
"1943",2015-10-25,279.9
"1944",2015-10-24,277.43
"1945",2015-10-23,273.95
"1946",2015-10-22,269.1
"1947",2015-10-21,269.8
"1948",2015-10-20,264.16
"1949",2015-10-19,262.44
"1950",2015-10-18,262.44
"1951",2015-10-17,269.07
"1952",2015-10-16,262.31
"1953",2015-10-15,254.73
"1954",2015-10-14,254.6
"1955",2015-10-13,249.58
"1956",2015-10-12,246.63
"1957",2015-10-11,248.08
"1958",2015-10-10,245.79
"1959",2015-10-09,244.78
"1960",2015-10-08,243.91
"1961",2015-10-07,245.25
"1962",2015-10-06,246.67
"1963",2015-10-05,239.22
"1964",2015-10-04,239.47
"1965",2015-10-03,239.17
"1966",2015-10-02,237.78
"1967",2015-10-01,238.98
"1968",2015-09-30,237.91
"1969",2015-09-29,237.68
"1970",2015-09-28,238.94
"1971",2015-09-27,232.85
"1972",2015-09-26,235.79
"1973",2015-09-25,233.9
"1974",2015-09-24,229.95
"1975",2015-09-23,229.43
"1976",2015-09-22,226.56
"1977",2015-09-21,230.2
"1978",2015-09-20,230.71
"1979",2015-09-19,232.99
"1980",2015-09-18,234
"1981",2015-09-17,227.86
"1982",2015-09-16,230
"1983",2015-09-15,230.88
"1984",2015-09-14,229.86
"1985",2015-09-13,235.13
"1986",2015-09-12,239.93
"1987",2015-09-11,239.68
"1988",2015-09-10,240.08
"1989",2015-09-09,243.08
"1990",2015-09-08,241.31
"1991",2015-09-07,240.2
"1992",2015-09-06,234.67
"1993",2015-09-05,230.8
"1994",2015-09-04,227.42
"1995",2015-09-03,230.68
"1996",2015-09-02,228.32
"1997",2015-09-01,230.94
"1998",2015-08-31,226.47
"1999",2015-08-30,228.22
"2000",2015-08-29,234.17
"2001",2015-08-28,228.27
"2002",2015-08-27,228.84
"2003",2015-08-26,222.02
"2004",2015-08-25,213.24
"2005",2015-08-24,228.68
"2006",2015-08-23,226.04
"2007",2015-08-22,233.59
"2008",2015-08-21,233.23
"2009",2015-08-20,233.29
"2010",2015-08-19,253.91
"2011",2015-08-18,257.45
"2012",2015-08-17,257.47
"2013",2015-08-16,257.47
"2014",2015-08-15,265.41
"2015",2015-08-14,266.99
"2016",2015-08-13,265.97
"2017",2015-08-12,267.89
"2018",2015-08-11,265.85
"2019",2015-08-10,264.07
"2020",2015-08-09,265.42
"2021",2015-08-08,269.89
"2022",2015-08-07,279.39
"2023",2015-08-06,277.1
"2024",2015-08-05,282.69
"2025",2015-08-04,285
"2026",2015-08-03,284.39
"2027",2015-08-02,280.69
"2028",2015-08-01,280.72
"2029",2015-07-31,284.78
"2030",2015-07-30,287.56
"2031",2015-07-29,290.7
"2032",2015-07-28,295.24
"2033",2015-07-27,290.79
"2034",2015-07-26,292.33
"2035",2015-07-25,287.12
"2036",2015-07-24,287.3
"2037",2015-07-23,276.64
"2038",2015-07-22,277.54
"2039",2015-07-21,278.97
"2040",2015-07-20,278.26
"2041",2015-07-19,276.09
"2042",2015-07-18,278.08
"2043",2015-07-17,277.99
"2044",2015-07-16,275.76
"2045",2015-07-15,290.95
"2046",2015-07-14,292.87
"2047",2015-07-13,289.9
"2048",2015-07-12,309.3
"2049",2015-07-11,293.5
"2050",2015-07-10,286.98
"2051",2015-07-09,270.68
"2052",2015-07-08,269.68
"2053",2015-07-07,267.26
"2054",2015-07-06,273.37
"2055",2015-07-05,270.92
"2056",2015-07-04,257.92
"2057",2015-07-03,255.1
"2058",2015-07-02,255.06
"2059",2015-07-01,257.85
"2060",2015-06-30,262.53
"2061",2015-06-29,253.8
"2062",2015-06-28,248.76
"2063",2015-06-27,248.5
"2064",2015-06-26,241.19
"2065",2015-06-25,241.92
"2066",2015-06-24,240.64
"2067",2015-06-23,243.92
"2068",2015-06-22,246.35
"2069",2015-06-21,242.47
"2070",2015-06-20,244.08
"2071",2015-06-19,246.45
"2072",2015-06-18,248.25
"2073",2015-06-17,249.96
"2074",2015-06-16,245.35
"2075",2015-06-15,236.46
"2076",2015-06-14,232.05
"2077",2015-06-13,230.22
"2078",2015-06-12,229.98
"2079",2015-06-11,229
"2080",2015-06-10,228.01
"2081",2015-06-09,230.1
"2082",2015-06-08,228
"2083",2015-06-07,222.6
"2084",2015-06-06,224.49
"2085",2015-06-05,224.15
"2086",2015-06-04,225.54
"2087",2015-06-03,226.29
"2088",2015-06-02,224.83
"2089",2015-06-01,222.4
"2090",2015-05-31,231.95
"2091",2015-05-30,231.12
"2092",2015-05-29,235.87
"2093",2015-05-28,236.48
"2094",2015-05-27,235
"2095",2015-05-26,235.94
"2096",2015-05-25,235.65
"2097",2015-05-24,240.46
"2098",2015-05-23,238.77
"2099",2015-05-22,240.5
"2100",2015-05-21,236
"2101",2015-05-20,234.6
"2102",2015-05-19,232.04
"2103",2015-05-18,236.45
"2104",2015-05-17,235.78
"2105",2015-05-16,236.63
"2106",2015-05-15,237.6
"2107",2015-05-14,238.32
"2108",2015-05-13,242.72
"2109",2015-05-12,241.51
"2110",2015-05-11,244.19
"2111",2015-05-10,239.35
"2112",2015-05-09,241.08
"2113",2015-05-08,244.72
"2114",2015-05-07,233.99
"2115",2015-05-06,235.79
"2116",2015-05-05,234.66
"2117",2015-05-04,236.17
"2118",2015-05-03,240.51
"2119",2015-05-02,234.13
"2120",2015-05-01,233.43
"2121",2015-04-30,235.13
"2122",2015-04-29,225.69
"2123",2015-04-28,222.66
"2124",2015-04-27,222.59
"2125",2015-04-26,218.42
"2126",2015-04-25,228.6
"2127",2015-04-24,230.93
"2128",2015-04-23,235.48
"2129",2015-04-22,237.34
"2130",2015-04-21,224.88
"2131",2015-04-20,224.63
"2132",2015-04-19,225.72
"2133",2015-04-18,222.32
"2134",2015-04-17,222.67
"2135",2015-04-16,229.62
"2136",2015-04-15,218.96
"2137",2015-04-14,216
"2138",2015-04-13,225.99
"2139",2015-04-12,236.76
"2140",2015-04-11,236.7
"2141",2015-04-10,235.71
"2142",2015-04-09,244.98
"2143",2015-04-08,245.89
"2144",2015-04-07,255.48
"2145",2015-04-06,254.7
"2146",2015-04-05,257.03
"2147",2015-04-04,253.77
"2148",2015-04-03,254.39
"2149",2015-04-02,252.44
"2150",2015-04-01,242.7
"2151",2015-03-31,242.92
"2152",2015-03-30,245.18
"2153",2015-03-29,244.05
"2154",2015-03-28,251.52
"2155",2015-03-27,248.63
"2156",2015-03-26,251.98
"2157",2015-03-25,245.68
"2158",2015-03-24,247.83
"2159",2015-03-23,266.07
"2160",2015-03-22,260.5
"2161",2015-03-21,257.83
"2162",2015-03-20,259.8
"2163",2015-03-19,260.62
"2164",2015-03-18,265.85
"2165",2015-03-17,287.02
"2166",2015-03-16,290.88
"2167",2015-03-15,283.57
"2168",2015-03-14,284.21
"2169",2015-03-13,289.51
"2170",2015-03-12,297.39
"2171",2015-03-11,293.29
"2172",2015-03-10,294.06
"2173",2015-03-09,287.48
"2174",2015-03-08,273.87
"2175",2015-03-07,275.83
"2176",2015-03-06,272.12
"2177",2015-03-05,265.63
"2178",2015-03-04,281.65
"2179",2015-03-03,275.8
"2180",2015-03-02,263.81
"2181",2015-03-01,247.56
"2182",2015-02-28,252.98
"2183",2015-02-27,254
"2184",2015-02-26,237.5
"2185",2015-02-25,238.59
"2186",2015-02-24,240.1
"2187",2015-02-23,237.09
"2188",2015-02-22,236
"2189",2015-02-21,245.66
"2190",2015-02-20,243.56
"2191",2015-02-19,241.59
"2192",2015-02-18,234.87
"2193",2015-02-17,244
"2194",2015-02-16,235.86
"2195",2015-02-15,243.99
"2196",2015-02-14,245.31
"2197",2015-02-13,239.94
"2198",2015-02-12,221.83
"2199",2015-02-11,221.99
"2200",2015-02-10,220.16
"2201",2015-02-09,220.39
"2202",2015-02-08,223.5
"2203",2015-02-07,225.16
"2204",2015-02-06,220.47
"2205",2015-02-05,217.37
"2206",2015-02-04,222.56
"2207",2015-02-03,236.51
"2208",2015-02-02,223
"2209",2015-02-01,220.72
"2210",2015-01-31,229.7
"2211",2015-01-30,230.11
"2212",2015-01-29,233.19
"2213",2015-01-28,249.25
"2214",2015-01-27,266.03
"2215",2015-01-26,271.47
"2216",2015-01-25,247.11
"2217",2015-01-24,244.64
"2218",2015-01-23,233.03
"2219",2015-01-22,233.9
"2220",2015-01-21,215.2
"2221",2015-01-20,212.99
"2222",2015-01-19,212.39
"2223",2015-01-18,211.18
"2224",2015-01-17,197.12
"2225",2015-01-16,205.35
"2226",2015-01-15,218.11
"2227",2015-01-14,176.5
"2228",2015-01-13,230.89
"2229",2015-01-12,270
"2230",2015-01-11,272.25
"2231",2015-01-10,278
"2232",2015-01-09,276.8
"2233",2015-01-08,276.8
"2234",2015-01-07,276.8
"2235",2015-01-06,276.8
"2236",2015-01-05,276.8
"2237",2015-01-04,270.93
"2238",2015-01-03,302.33
"2239",2015-01-02,316.15
"2240",2015-01-01,315.7
"2241",2014-12-31,317.4
"2242",2014-12-30,313.09
"2243",2014-12-29,314.49
"2244",2014-12-28,317.5
"2245",2014-12-27,314.45
"2246",2014-12-26,328.09
"2247",2014-12-25,319.31
"2248",2014-12-24,327.59
"2249",2014-12-23,336.96
"2250",2014-12-22,332.53
"2251",2014-12-21,326.93
"2252",2014-12-20,325.7
"2253",2014-12-19,317.63
"2254",2014-12-18,317.7
"2255",2014-12-17,318.2
"2256",2014-12-16,336.73
"2257",2014-12-15,352.15
"2258",2014-12-14,353.28
"2259",2014-12-13,350.31
"2260",2014-12-12,355.08
"2261",2014-12-11,356.1
"2262",2014-12-10,350.97
"2263",2014-12-09,350.29
"2264",2014-12-08,367.01
"2265",2014-12-07,375.73
"2266",2014-12-06,374.05
"2267",2014-12-05,373.98
"2268",2014-12-04,371.67
"2269",2014-12-03,378.25
"2270",2014-12-02,381.93
"2271",2014-12-01,381.72
"2272",2014-11-30,375.96
"2273",2014-11-29,377.22
"2274",2014-11-28,376.12
"2275",2014-11-27,372.62
"2276",2014-11-26,371.44
"2277",2014-11-25,381.03
"2278",2014-11-24,384
"2279",2014-11-23,362.99
"2280",2014-11-22,359.8
"2281",2014-11-21,356.9
"2282",2014-11-20,361.7
"2283",2014-11-19,374.77
"2284",2014-11-18,379.91
"2285",2014-11-17,378.48
"2286",2014-11-16,383.65
"2287",2014-11-15,373.14
"2288",2014-11-14,396.56
"2289",2014-11-13,406.56
"2290",2014-11-12,430.07
"2291",2014-11-11,365.04
"2292",2014-11-10,375.87
"2293",2014-11-09,356.34
"2294",2014-11-08,345.84
"2295",2014-11-07,342.26
"2296",2014-11-06,347.96
"2297",2014-11-05,341.99
"2298",2014-11-04,328.72
"2299",2014-11-03,325.81
"2300",2014-11-02,326.41
"2301",2014-11-01,327.39
"2302",2014-10-31,340.95
"2303",2014-10-30,337
"2304",2014-10-29,343.53
"2305",2014-10-28,354.94
"2306",2014-10-27,356.5
"2307",2014-10-26,355.43
"2308",2014-10-25,348.89
"2309",2014-10-24,358.46
"2310",2014-10-23,363.99
"2311",2014-10-22,385.1
"2312",2014-10-21,387
"2313",2014-10-20,384.95
"2314",2014-10-19,388.99
"2315",2014-10-18,389.68
"2316",2014-10-17,382.83
"2317",2014-10-16,378.02
"2318",2014-10-15,394
"2319",2014-10-14,411.89
"2320",2014-10-13,381.46
"2321",2014-10-12,364.83
"2322",2014-10-11,359.99
"2323",2014-10-10,358.97
"2324",2014-10-09,378.94
"2325",2014-10-08,346.26
"2326",2014-10-07,330.7
"2327",2014-10-06,331.2
"2328",2014-10-05,293.67
"2329",2014-10-04,336
"2330",2014-10-03,363.75
"2331",2014-10-02,375.85
"2332",2014-10-01,385.27
"2333",2014-09-30,382.67
"2334",2014-09-29,381.94
"2335",2014-09-28,380
"2336",2014-09-27,400.74
"2337",2014-09-26,405.14
"2338",2014-09-25,408.08
"2339",2014-09-24,431.91
"2340",2014-09-23,423
"2341",2014-09-22,400.98
"2342",2014-09-21,406.3
"2343",2014-09-20,415.56
"2344",2014-09-19,398.89
"2345",2014-09-18,428.19
"2346",2014-09-17,448
"2347",2014-09-16,468
"2348",2014-09-15,475.3
"2349",2014-09-14,475.49
"2350",2014-09-13,479.86
"2351",2014-09-12,470.43
"2352",2014-09-11,469
"2353",2014-09-10,485.03
"2354",2014-09-09,466.48
"2355",2014-09-08,476.61
"2356",2014-09-07,480.62
"2357",2014-09-06,481.09
"2358",2014-09-05,485.91
"2359",2014-09-04,486
"2360",2014-09-03,472.76
"2361",2014-09-02,483.65
"2362",2014-09-01,482.59
"2363",2014-08-31,477.98
"2364",2014-08-30,503.88
"2365",2014-08-29,511.99
"2366",2014-08-28,509.39
"2367",2014-08-27,514.84
"2368",2014-08-26,512.79
"2369",2014-08-25,503.79
"2370",2014-08-24,510.75
"2371",2014-08-23,503.88
"2372",2014-08-22,518.25
"2373",2014-08-21,525.78
"2374",2014-08-20,507.3
"2375",2014-08-19,487.5
"2376",2014-08-18,468.19
"2377",2014-08-17,491.88
"2378",2014-08-16,509
"2379",2014-08-15,498.16
"2380",2014-08-14,521.66
"2381",2014-08-13,550.14
"2382",2014-08-12,569.54
"2383",2014-08-11,578.97
"2384",2014-08-10,588.99
"2385",2014-08-09,588.61
"2386",2014-08-08,589.3
"2387",2014-08-07,587.24
"2388",2014-08-06,581.6
"2389",2014-08-05,580.21
"2390",2014-08-04,593.94
"2391",2014-08-03,589.79
"2392",2014-08-02,591.59
"2393",2014-08-01,601.94
"2394",2014-07-31,586
"2395",2014-07-30,573.48
"2396",2014-07-29,581.5
"2397",2014-07-28,586.96
"2398",2014-07-27,592.51
"2399",2014-07-26,595.88
"2400",2014-07-25,602.59
"2401",2014-07-24,601.18
"2402",2014-07-23,622.01
"2403",2014-07-22,621.03
"2404",2014-07-21,619.14
"2405",2014-07-20,623.77
"2406",2014-07-19,630.92
"2407",2014-07-18,629.86
"2408",2014-07-17,626
"2409",2014-07-16,619.48
"2410",2014-07-15,623.17
"2411",2014-07-14,622.8
"2412",2014-07-13,630.9
"2413",2014-07-12,631.98
"2414",2014-07-11,630.31
"2415",2014-07-10,619.78
"2416",2014-07-09,624.84
"2417",2014-07-08,623.7
"2418",2014-07-07,621.98
"2419",2014-07-06,634.49
"2420",2014-07-05,632.78
"2421",2014-07-04,635.49
"2422",2014-07-03,644.04
"2423",2014-07-02,654
"2424",2014-07-01,654.45
"2425",2014-06-30,620
"2426",2014-06-29,596
"2427",2014-06-28,597.08
"2428",2014-06-27,588.97
"2429",2014-06-26,569
"2430",2014-06-25,567
"2431",2014-06-24,585.54
"2432",2014-06-23,591.5
"2433",2014-06-22,596.08
"2434",2014-06-21,590.99
"2435",2014-06-20,593.33
"2436",2014-06-19,604.32
"2437",2014-06-18,604.6
"2438",2014-06-17,597.65
"2439",2014-06-16,595
"2440",2014-06-15,560.49
"2441",2014-06-14,557.92
"2442",2014-06-13,582
"2443",2014-06-12,617
"2444",2014-06-11,639.99
"2445",2014-06-10,649.89
"2446",2014-06-09,650.93
"2447",2014-06-08,652
"2448",2014-06-07,654.3
"2449",2014-06-06,655.75
"2450",2014-06-05,658.72
"2451",2014-06-04,644.66
"2452",2014-06-03,673.9
"2453",2014-06-02,631.49
"2454",2014-06-01,674.98
"2455",2014-05-31,620.45
"2456",2014-05-30,609.03
"2457",2014-05-29,568
"2458",2014-05-28,574.33
"2459",2014-05-27,581.87
"2460",2014-05-26,584
"2461",2014-05-25,575
"2462",2014-05-24,521.52
"2463",2014-05-23,527.47
"2464",2014-05-22,523.84
"2465",2014-05-21,494.87
"2466",2014-05-20,485.01
"2467",2014-05-19,446.42
"2468",2014-05-18,447.14
"2469",2014-05-17,449.08
"2470",2014-05-16,449.51
"2471",2014-05-15,448.99
"2472",2014-05-14,447.49
"2473",2014-05-13,438.95
"2474",2014-05-12,441.5
"2475",2014-05-11,435
"2476",2014-05-10,452.42
"2477",2014-05-09,452.02
"2478",2014-05-08,441.5
"2479",2014-05-07,446.65
"2480",2014-05-06,430.33
"2481",2014-05-05,427.83
"2482",2014-05-04,436.21
"2483",2014-05-03,434.5
"2484",2014-05-02,447.51
"2485",2014-05-01,460.01
"2486",2014-04-30,449
"2487",2014-04-29,447.7
"2488",2014-04-28,447
"2489",2014-04-27,440.1
"2490",2014-04-26,463.88
"2491",2014-04-25,459.15
"2492",2014-04-24,491.6
"2493",2014-04-23,487.3
"2494",2014-04-22,493.33
"2495",2014-04-21,496.5
"2496",2014-04-20,500.19
"2497",2014-04-19,499.9
"2498",2014-04-18,479.98
"2499",2014-04-17,495
"2500",2014-04-16,511.5
"2501",2014-04-15,489.91
"2502",2014-04-14,453.14
"2503",2014-04-13,405
"2504",2014-04-12,424.98
"2505",2014-04-11,427.99
"2506",2014-04-10,401
"2507",2014-04-09,443.1
"2508",2014-04-08,454.07
"2509",2014-04-07,447.74
"2510",2014-04-06,459.67
"2511",2014-04-05,451.84
"2512",2014-04-04,446.01
"2513",2014-04-03,446.31
"2514",2014-04-02,445
"2515",2014-04-01,479.51
"2516",2014-03-31,457
"2517",2014-03-30,449.02
"2518",2014-03-29,499.94
"2519",2014-03-28,503
"2520",2014-03-27,520.2
"2521",2014-03-26,585.7
"2522",2014-03-25,580.02
"2523",2014-03-24,572
"2524",2014-03-23,567.13
"2525",2014-03-22,557
"2526",2014-03-21,579.99
"2527",2014-03-20,590
"2528",2014-03-19,608.41
"2529",2014-03-18,627
"2530",2014-03-17,624.7
"2531",2014-03-16,634.94
"2532",2014-03-15,636.29
"2533",2014-03-14,636.47
"2534",2014-03-13,642.61
"2535",2014-03-12,642.1
"2536",2014-03-11,622.9
"2537",2014-03-10,621.99
"2538",2014-03-09,637.99
"2539",2014-03-08,609
"2540",2014-03-07,621.3
"2541",2014-03-06,657.02
"2542",2014-03-05,664.85
"2543",2014-03-04,677.61
"2544",2014-03-03,666.5
"2545",2014-03-02,559.88
"2546",2014-03-01,571.5
"2547",2014-02-28,577.97
"2548",2014-02-27,585.17
"2549",2014-02-26,585.38
"2550",2014-02-25,528
"2551",2014-02-24,545
"2552",2014-02-23,626.77
"2553",2014-02-22,603.98
"2554",2014-02-21,566.16
"2555",2014-02-20,582.7
"2556",2014-02-19,623.93
"2557",2014-02-18,626.77
"2558",2014-02-17,642
"2559",2014-02-16,623.5
"2560",2014-02-15,651.42
"2561",2014-02-14,672.1
"2562",2014-02-13,633.99
"2563",2014-02-12,667.01
"2564",2014-02-11,670
"2565",2014-02-10,665
"2566",2014-02-09,710
"2567",2014-02-08,707
"2568",2014-02-07,742.78
"2569",2014-02-06,778
"2570",2014-02-05,800
"2571",2014-02-04,809.05
"2572",2014-02-03,813.8
"2573",2014-02-02,819.57
"2574",2014-02-01,815.99
"2575",2014-01-31,802.5
"2576",2014-01-30,799.37
"2577",2014-01-29,803.6
"2578",2014-01-28,800.2
"2579",2014-01-27,777
"2580",2014-01-26,826.77
"2581",2014-01-25,806
"2582",2014-01-24,789.1
"2583",2014-01-23,813.02
"2584",2014-01-22,813.05
"2585",2014-01-21,822.56
"2586",2014-01-20,831.72
"2587",2014-01-19,833
"2588",2014-01-18,801.53
"2589",2014-01-17,793
"2590",2014-01-16,830.9
"2591",2014-01-15,847.7
"2592",2014-01-14,820.75
"2593",2014-01-13,807.83
"2594",2014-01-12,851
"2595",2014-01-11,891.85
"2596",2014-01-10,827.46
"2597",2014-01-09,809.17
"2598",2014-01-08,825.29
"2599",2014-01-07,867.38
"2600",2014-01-06,934.21
"2601",2014-01-05,896
"2602",2014-01-04,822.38
"2603",2014-01-03,806.21
"2604",2014-01-02,758.01
"2605",2014-01-01,746.9
"2606",2013-12-31,731
"2607",2013-12-30,739.1
"2608",2013-12-29,714.79
"2609",2013-12-28,701.61
"2610",2013-12-27,715.51
"2611",2013-12-26,734.42
"2612",2013-12-25,658.07
"2613",2013-12-24,647.27
"2614",2013-12-23,639.9
"2615",2013-12-22,637
"2616",2013-12-21,612.5
"2617",2013-12-20,660
"2618",2013-12-19,653
"2619",2013-12-18,576.16
"2620",2013-12-17,702.05
"2621",2013-12-16,709
"2622",2013-12-15,848.17
"2623",2013-12-14,864.7
"2624",2013-12-13,874
"2625",2013-12-12,845.75
"2626",2013-12-11,886.2
"2627",2013-12-10,936.98
"2628",2013-12-09,871
"2629",2013-12-08,722.99
"2630",2013-12-07,727.29
"2631",2013-12-06,894
"2632",2013-12-05,1028.34
"2633",2013-12-04,1151
"2634",2013-12-03,1060
"2635",2013-12-02,992.27
"2636",2013-12-01,970
"2637",2013-11-30,1119.96
"2638",2013-11-29,1083.9
"2639",2013-11-28,1009
"2640",2013-11-27,961
"2641",2013-11-26,844.9
"2642",2013-11-25,814
"2643",2013-11-24,833.16
"2644",2013-11-23,837.99
"2645",2013-11-22,761
"2646",2013-11-21,694.95
"2647",2013-11-20,595
"2648",2013-11-19,559.99
"2649",2013-11-18,583.16
"2650",2013-11-17,463
"2651",2013-11-16,433.53
"2652",2013-11-15,428.24
"2653",2013-11-14,416.5
"2654",2013-11-13,391.64
"2655",2013-11-12,353.95
"2656",2013-11-11,339.38
"2657",2013-11-10,296.91
"2658",2013-11-09,359.76
"2659",2013-11-08,325.56
"2660",2013-11-07,292.32
"2661",2013-11-06,258.23
"2662",2013-11-05,246.63
"2663",2013-11-04,225.1
"2664",2013-11-03,206.85
"2665",2013-11-02,204.15
"2666",2013-11-01,203.24
"2667",2013-10-31,201.61
"2668",2013-10-30,203.39
"2669",2013-10-29,202.09
"2670",2013-10-28,196.25
"2671",2013-10-27,189.06
"2672",2013-10-26,179.71
"2673",2013-10-25,172.81
"2674",2013-10-24,195.78
"2675",2013-10-23,199.95
"2676",2013-10-22,191.78
"2677",2013-10-21,177.07
"2678",2013-10-20,165.71
"2679",2013-10-19,165.05
"2680",2013-10-18,150.59
"2681",2013-10-17,143.33
"2682",2013-10-16,141.83
"2683",2013-10-15,139.24
"2684",2013-10-14,135.69
"2685",2013-10-13,129.74
"2686",2013-10-12,127.53
"2687",2013-10-11,126.84
"2688",2013-10-10,126.43
"2689",2013-10-09,126.08
"2690",2013-10-08,123.84
"2691",2013-10-07,123.6
"2692",2013-10-06,121.6
"2693",2013-10-05,121.51
"2694",2013-10-04,122
"2695",2013-10-03,116.95
"2696",2013-10-02,104.47
"2697",2013-10-01,127.11
"2698",2013-09-30,125.8
"2699",2013-09-29,128.1
"2700",2013-09-28,126.5
"2701",2013-09-27,125.6
"2702",2013-09-26,123.85
"2703",2013-09-25,124.18
"2704",2013-09-24,122.59
