"","Date","Value"
"914",2018-08-19,6436.72083333
"915",2018-08-18,6476.9
"916",2018-08-17,6342.62923077
"917",2018-08-16,6362.67692308
"918",2018-08-15,6050.9425
"919",2018-08-14,6347.07
"920",2018-08-13,6311.13166667
"921",2018-08-12,6195.65333333
"922",2018-08-11,6396.49466667
"923",2018-08-10,6396.7725
"924",2018-08-09,6450.36692308
"925",2018-08-08,6993.51333333
"926",2018-08-07,6988.07916667
"927",2018-08-06,6998.71833333
"928",2018-08-05,7247.76916667
"929",2018-08-04,7394.49916667
"930",2018-08-03,7593.14916667
"931",2018-08-02,7570.86916667
"932",2018-08-01,7916.80083333
"933",2018-07-31,8143.14833333
"934",2018-07-30,8206.34166667
"935",2018-07-29,8182.25166667
"936",2018-07-28,8025.2575
"937",2018-07-27,8187.32416667
"938",2018-07-26,8251.165
"939",2018-07-25,8112.93
"940",2018-07-24,7689.88416667
"941",2018-07-23,7451.28916667
"942",2018-07-22,7352.49538462
"943",2018-07-21,7428.045
"944",2018-07-20,7396.40166667
"945",2018-07-19,7398.66166667
"946",2018-07-18,6869.91083333
"947",2018-07-17,6514.39083333
"948",2018-07-16,6316.88166667
"949",2018-07-15,6241
"950",2018-07-14,6244.3575
"951",2018-07-13,6233.595
"952",2018-07-12,6377.36333333
"953",2018-07-11,6510.79166667
"954",2018-07-10,6723.8725
"955",2018-07-09,6753.55916667
"956",2018-07-08,6594.28166667
"957",2018-07-07,6569.49615385
"958",2018-07-06,6603.37666667
"959",2018-07-05,6593.28916667
"960",2018-07-04,6613.68583333
"961",2018-07-03,6466.06916667
"962",2018-07-02,6374.75416667
"963",2018-07-01,6381.39083333
"964",2018-06-30,5908.7025
"965",2018-06-29,6107.89615385
"966",2018-06-28,6105.295
"967",2018-06-27,6218.595
"968",2018-06-26,6211.4475
"969",2018-06-25,6037.00833333
"970",2018-06-24,6141.60583333
"971",2018-06-23,6332.57333333
"972",2018-06-22,6733.90166667
"973",2018-06-21,6714.71833333
"974",2018-06-20,6737
"975",2018-06-19,6713.488
"976",2018-06-18,6464.41166667
"977",2018-06-17,6509.42666667
"978",2018-06-16,6434.088
"979",2018-06-15,6647.01333333
"980",2018-06-14,6315.7
"981",2018-06-13,6535.08166667
"982",2018-06-12,6875.67833333
"983",2018-06-11,6776.88833333
"984",2018-06-10,7564.40833333
"985",2018-06-09,7620.15333333
"986",2018-06-08,7676.27166667
"987",2018-06-07,7655.61333333
"988",2018-06-06,7615.7221421
"989",2018-06-05,7500.27333333
"990",2018-06-04,7699.886
"991",2018-06-03,7645.14666667
"992",2018-06-02,7535.14666667
"993",2018-06-01,7491.434
"994",2018-05-31,7385.395
"995",2018-05-30,7459.87666667
"996",2018-05-29,7130.54166667
"997",2018-05-28,7361.83166667
"998",2018-05-27,7342.90833333
"999",2018-05-26,7445.23833333
"1000",2018-05-25,7566.19333333
"1001",2018-05-24,7555.74
"1002",2018-05-23,8015.58
"1003",2018-05-22,8385.55618693
"1004",2018-05-21,8507.40666667
"1005",2018-05-20,8223.28833333
"1006",2018-05-19,8240.055
"1007",2018-05-18,8106.11833333
"1008",2018-05-17,8340.70333333
"1009",2018-05-16,8511.458
"1010",2018-05-15,8652.03833333
"1011",2018-05-14,8727.65166667
"1012",2018-05-13,8484.34666667
"1013",2018-05-12,8468.788
"1014",2018-05-11,9101.48333333
"1015",2018-05-10,9322.04166667
"1016",2018-05-09,9228.60833333
"1017",2018-05-08,9345.69
"1018",2018-05-07,9630.13627668
"1019",2018-05-06,9803.30666667
"1020",2018-05-05,9710.73
"1021",2018-05-04,9639.26833333
"1022",2018-05-03,9221.426
"1023",2018-05-02,9075.13666667
"1024",2018-05-01,9259.57
"1025",2018-04-30,9334.28166667
"1026",2018-04-29,9326.17333333
"1027",2018-04-28,9010.32
"1028",2018-04-27,9258.39833333
"1029",2018-04-26,8995.50666667
"1030",2018-04-25,9555.542
"1031",2018-04-24,8933.86166667
"1032",2018-04-23,8838.54833333
"1033",2018-04-22,8807.205
"1034",2018-04-21,8852.71833333
"1035",2018-04-20,8254.625
"1036",2018-04-19,8164.93742577
"1037",2018-04-18,7895.41692596
"1038",2018-04-17,8043.80333333
"1039",2018-04-16,8340.74833333
"1040",2018-04-15,8036.51105141
"1041",2018-04-14,7895.40833333
"1042",2018-04-13,7847.845
"1043",2018-04-12,6926.26666667
"1044",2018-04-11,6787.57166667
"1045",2018-04-10,6699.27333333
"1046",2018-04-09,7017.65666667
"1047",2018-04-08,6927.688
"1048",2018-04-07,6603.87666667
"1049",2018-04-06,6826.51
"1050",2018-04-05,6787.76166667
"1051",2018-04-04,7410.435
"1052",2018-04-03,7035.84833333
"1053",2018-04-02,6794.105
"1054",2018-04-01,6935.48
"1055",2018-03-31,6882.53166667
"1056",2018-03-30,7172.28
"1057",2018-03-29,7960.38
"1058",2018-03-28,7876.195
"1059",2018-03-27,8197.54833333
"1060",2018-03-26,8617.29666667
"1061",2018-03-25,8662.37833333
"1062",2018-03-24,8686.82666667
"1063",2018-03-23,8690.40833333
"1064",2018-03-22,8947.75333333
"1065",2018-03-21,8986.94833333
"1066",2018-03-20,8412.03333333
"1067",2018-03-19,8171.415
"1068",2018-03-18,7993.67464364
"1069",2018-03-17,8530.402
"1070",2018-03-16,8358.12166667
"1071",2018-03-15,8151.53166667
"1072",2018-03-14,9154.7
"1073",2018-03-13,9182.84333333
"1074",2018-03-12,9761.39666667
"1075",2018-03-11,8746.002
"1076",2018-03-10,9089.27833333
"1077",2018-03-09,9429.11166667
"1078",2018-03-08,10118.058
"1079",2018-03-07,10763.1983333
"1080",2018-03-06,11595.54
"1081",2018-03-05,11430.1816667
"1082",2018-03-04,11326.9483333
"1083",2018-03-03,11055.815
"1084",2018-03-02,11009.3816667
"1085",2018-03-01,10370.165
"1086",2018-02-28,10763.8833333
"1087",2018-02-27,10348.6033333
"1088",2018-02-26,9696.59333333
"1089",2018-02-25,9697.956
"1090",2018-02-24,10162.1166667
"1091",2018-02-23,9931.07166667
"1092",2018-02-22,10532.7916667
"1093",2018-02-21,11390.3916667
"1094",2018-02-20,11110.965
"1095",2018-02-19,10503.2983333
"1096",2018-02-18,10841.9916667
"1097",2018-02-17,10127.1616667
"1098",2018-02-16,9977.154
"1099",2018-02-15,9334.63333333
"1100",2018-02-14,8597.7675
"1101",2018-02-13,8811.34333333
"1102",2018-02-12,8343.455
"1103",2018-02-11,8319.87656618
"1104",2018-02-10,8535.51666667
"1105",2018-02-09,8240.53666667
"1106",2018-02-08,8099.95833333
"1107",2018-02-07,7685.63333333
"1108",2018-02-06,6838.81666667
"1109",2018-02-05,8400.64833333
"1110",2018-02-04,9076.67833333
"1111",2018-02-03,8901.90166667
"1112",2018-02-02,9083.25833333
"1113",2018-02-01,10125.0133333
"1114",2018-01-31,10184.0616667
"1115",2018-01-30,11212.655
"1116",2018-01-29,11765.71
"1117",2018-01-28,11524.7766667
"1118",2018-01-27,10969.815
"1119",2018-01-26,11214.44
"1120",2018-01-25,11282.2583333
"1121",2018-01-24,11223.064
"1122",2018-01-23,10544.5933333
"1123",2018-01-22,11505.228
"1124",2018-01-21,12950.7933333
"1125",2018-01-20,11422.44
"1126",2018-01-19,11345.4233333
"1127",2018-01-18,11116.9466667
"1128",2018-01-17,11180.9983333
"1129",2018-01-16,14012.196
"1130",2018-01-15,13852.92
"1131",2018-01-14,14499.7733333
"1132",2018-01-13,13912.882
"1133",2018-01-12,13296.794
"1134",2018-01-11,15126.3983333
"1135",2018-01-10,14714.2533333
"1136",2018-01-09,15265.9066667
"1137",2018-01-08,16651.4716667
"1138",2018-01-07,17319.198
"1139",2018-01-06,17174.12
"1140",2018-01-05,15199.355
"1141",2018-01-04,15053.2616667
"1142",2018-01-03,15005.8566667
"1143",2018-01-02,13812.1866667
"1144",2018-01-01,14165.575
"1145",2017-12-31,13215.574
"1146",2017-12-30,14640.14
"1147",2017-12-29,14380.5816667
"1148",2017-12-28,15589.3216667
"1149",2017-12-27,15999.0483333
"1150",2017-12-26,14119.0283333
"1151",2017-12-25,13949.175
"1152",2017-12-24,15360.2616667
"1153",2017-12-23,15190.945
"1154",2017-12-22,16047.51
"1155",2017-12-21,16026.2716667
"1156",2017-12-20,17737.1116667
"1157",2017-12-19,18961.8566667
"1158",2017-12-18,19289.785
"1159",2017-12-17,19498.6833333
"1160",2017-12-16,17771.9
"1161",2017-12-15,16678.892
"1162",2017-12-14,16808.3666667
"1163",2017-12-13,17276.3933333
"1164",2017-12-12,16762.1166667
"1165",2017-12-11,14869.805
"1166",2017-12-10,15142.8341521
"1167",2017-12-09,16007.4366667
"1168",2017-12-08,16501.9716667
"1169",2017-12-07,13540.98
"1170",2017-12-06,11878.4333333
"1171",2017-12-05,11584.83
"1172",2017-12-04,11332.622
"1173",2017-12-03,11071.3683333
"1174",2017-12-02,10883.912
"1175",2017-12-01,10147.372
"1176",2017-11-30,9879.32833333
"1177",2017-11-29,9952.50882
"1178",2017-11-28,9718.29505
"1179",2017-11-27,9284.1438
"1180",2017-11-26,8707.40726667
"1181",2017-11-25,8250.97833333
"1182",2017-11-24,8148.95
"1183",2017-11-23,8268.035
"1184",2017-11-22,8059.8
"1185",2017-11-21,8255.59681667
"1186",2017-11-20,8007.65406667
"1187",2017-11-19,7817.14038333
"1188",2017-11-18,7786.88436667
"1189",2017-11-17,7815.0307
"1190",2017-11-16,7301.42992
"1191",2017-11-15,6635.41263333
"1192",2017-11-14,6550.22753333
"1193",2017-11-13,5716.30158333
"1194",2017-11-12,6362.85103333
"1195",2017-11-11,6719.39785
"1196",2017-11-10,7158.03706
"1197",2017-11-09,7415.87825
"1198",2017-11-08,7092.12723333
"1199",2017-11-07,6989.07166667
"1200",2017-11-06,7377.01236667
"1201",2017-11-05,7437.54331667
"1202",2017-11-04,7197.72006
"1203",2017-11-03,7068.0201
"1204",2017-11-02,6665.30668333
"1205",2017-11-01,6388.64516667
"1206",2017-10-31,6105.87422
"1207",2017-10-30,6155.43402
"1208",2017-10-29,5776.69695
"1209",2017-10-28,5772.50498333
"1210",2017-10-27,5893.13841667
"1211",2017-10-26,5669.62253333
"1212",2017-10-25,5505.82776667
"1213",2017-10-24,5876.07986667
"1214",2017-10-23,5983.18455
"1215",2017-10-22,6020.37168333
"1216",2017-10-21,5979.45984
"1217",2017-10-20,5727.6335
"1218",2017-10-19,5546.1761
"1219",2017-10-18,5603.71294
"1220",2017-10-17,5711.20586667
"1221",2017-10-16,5647.31166667
"1222",2017-10-15,5739.43873333
"1223",2017-10-14,5563.80656667
"1224",2017-10-13,5325.13068333
"1225",2017-10-12,4819.48576667
"1226",2017-10-11,4782.28
"1227",2017-10-10,4777.96781667
"1228",2017-10-09,4602.28088333
"1229",2017-10-08,4376.19166667
"1230",2017-10-07,4345.60333333
"1231",2017-10-06,4338.852
"1232",2017-10-05,4225.175
"1233",2017-10-04,4293.3066
"1234",2017-10-03,4386.88375
"1235",2017-10-02,4360.72296667
"1236",2017-10-01,4335.36831667
"1237",2017-09-30,4193.57466667
"1238",2017-09-29,4201.98905
"1239",2017-09-28,4202.55498333
"1240",2017-09-27,3910.30738333
"1241",2017-09-26,3942.555
"1242",2017-09-25,3703.04065
"1243",2017-09-24,3776.3869
"1244",2017-09-23,3637.50255
"1245",2017-09-22,3658.89818333
"1246",2017-09-21,3977.56166667
"1247",2017-09-20,3943.41333333
"1248",2017-09-19,4093.31666667
"1249",2017-09-18,3746.06078333
"1250",2017-09-17,3763.62604
"1251",2017-09-16,3774.26528333
"1252",2017-09-15,3319.63
"1253",2017-09-14,3961.27126667
"1254",2017-09-13,4219.03661667
"1255",2017-09-12,4248.09001667
"1256",2017-09-11,4329.955
"1257",2017-09-10,4375.55952
"1258",2017-09-09,4310.75018333
"1259",2017-09-08,4654.6585
"1260",2017-09-07,4641.82201667
"1261",2017-09-06,4488.72014
"1262",2017-09-05,4344.09831667
"1263",2017-09-04,4648.15998333
"1264",2017-09-03,4580.38748
"1265",2017-09-02,4911.74001667
"1266",2017-09-01,4748.255
"1267",2017-08-31,4594.98785
"1268",2017-08-30,4607.98545
"1269",2017-08-29,4391.67351667
"1270",2017-08-28,4354.30833333
"1271",2017-08-27,4360.51331667
"1272",2017-08-26,4363.05445
"1273",2017-08-25,4340.31671667
"1274",2017-08-24,4174.95
"1275",2017-08-23,4082.18098333
"1276",2017-08-22,4043.722
"1277",2017-08-21,4157.95803333
"1278",2017-08-20,4222.66221429
"1279",2017-08-19,4130.44006667
"1280",2017-08-18,4328.72571667
"1281",2017-08-17,4360.87687143
"1282",2017-08-16,4217.02832857
"1283",2017-08-15,4282.992
"1284",2017-08-14,4125.54802
"1285",2017-08-13,3852.80291429
"1286",2017-08-12,3632.50666667
"1287",2017-08-11,3424.4042
"1288",2017-08-10,3357.32631667
"1289",2017-08-09,3457.37433333
"1290",2017-08-08,3407.22683333
"1291",2017-08-07,3252.56253333
"1292",2017-08-06,3218.11501667
"1293",2017-08-05,2873.85108333
"1294",2017-08-04,2794.11771667
"1295",2017-08-03,2693.63398333
"1296",2017-08-02,2710.41306667
"1297",2017-08-01,2866.43166667
"1298",2017-07-31,2745.95541667
"1299",2017-07-30,2722.51278571
"1300",2017-07-29,2781.63658333
"1301",2017-07-28,2647.625
"1302",2017-07-27,2495.02858571
"1303",2017-07-26,2560.99791667
"1304",2017-07-25,2751.82102857
"1305",2017-07-24,2725.54971667
"1306",2017-07-23,2807.60985714
"1307",2017-07-22,2682.1953625
"1308",2017-07-21,2898.18841667
"1309",2017-07-20,2264.7657
"1310",2017-07-19,2320.12225
"1311",2017-07-18,2176.6234875
"1312",2017-07-17,1931.2143
"1313",2017-07-16,2058.9956
"1314",2017-07-15,2190.94783333
"1315",2017-07-14,2354.78341667
"1316",2017-07-13,2385.74857143
"1317",2017-07-12,2369.86212857
"1318",2017-07-11,2366.17014286
"1319",2017-07-10,2536.2389375
"1320",2017-07-09,2562.1306625
"1321",2017-07-08,2491.20121429
"1322",2017-07-07,2609.96775
"1323",2017-07-06,2619.187503
"1324",2017-07-05,2599.7298375
"1325",2017-07-04,2561.22542857
"1326",2017-07-03,2561.22542857
"1327",2017-07-02,2501.19134286
"1328",2017-07-01,2477.641375
"1329",2017-06-30,2544.414475
"1330",2017-06-29,2585.34918571
"1331",2017-06-28,2517.90311429
"1332",2017-06-27,2436.45105714
"1333",2017-06-26,2512.36628571
"1334",2017-06-25,2589.1648875
"1335",2017-06-24,2710.41228571
"1336",2017-06-23,2727.2880125
"1337",2017-06-22,2671.04325
"1338",2017-06-21,2754.97825
"1339",2017-06-20,2617.2102625
"1340",2017-06-19,2507.38925214
"1341",2017-06-18,2665.927
"1342",2017-06-17,2464.95981429
"1343",2017-06-16,2442.48025
"1344",2017-06-15,2447.0415625
"1345",2017-06-14,2748.18508571
"1346",2017-06-13,2657.6750625
"1347",2017-06-12,2961.8296125
"1348",2017-06-11,2845.37285714
"1349",2017-06-10,2827.4913
"1350",2017-06-09,2792.9991875
"1351",2017-06-08,2664.9208625
"1352",2017-06-07,2883.31369664
"1353",2017-06-06,2698.3138125
"1354",2017-06-05,2516.17314286
"1355",2017-06-04,2525.76515847
"1356",2017-06-03,2446.14241429
"1357",2017-06-02,2399.24267143
"1358",2017-06-01,2285.93391429
"1359",2017-05-31,2239.20534286
"1360",2017-05-30,2275.9307
"1361",2017-05-29,2192.9808
"1362",2017-05-28,2014.0529625
"1363",2017-05-27,2211.97685714
"1364",2017-05-26,2387.20628571
"1365",2017-05-25,2379.19383333
"1366",2017-05-24,2287.7102875
"1367",2017-05-23,2090.6623125
"1368",2017-05-22,2046.5344625
"1369",2017-05-21,2052.9097875
"1370",2017-05-20,1961.5204875
"1371",2017-05-19,1899.0828875
"1372",2017-05-18,1807.4850625
"1373",2017-05-17,1739.031975
"1374",2017-05-16,1723.1269375
"1375",2017-05-15,1776.3165
"1376",2017-05-14,1771.9200125
"1377",2017-05-13,1720.4785
"1378",2017-05-12,1820.9905625
"1379",2017-05-11,1762.88625
"1380",2017-05-10,1721.28497143
"1381",2017-05-09,1640.619225
"1382",2017-05-08,1535.86842857
"1383",2017-05-07,1560.4102
"1384",2017-05-06,1533.33507143
"1385",2017-05-05,1508.292125
"1386",2017-05-04,1507.57685714
"1387",2017-05-03,1452.0762875
"1388",2017-05-02,1417.1728125
"1389",2017-05-01,1353.0045
"1390",2017-04-30,1334.9790375
"1391",2017-04-29,1331.29442857
"1392",2017-04-28,1345.3539125
"1393",2017-04-27,1309.109875
"1394",2017-04-26,1279.4146875
"1395",2017-04-25,1262.902775
"1396",2017-04-24,1257.9881125
"1397",2017-04-23,1261.311225
"1398",2017-04-22,1258.3614125
"1399",2017-04-21,1241.686325
"1400",2017-04-20,1217.9300875
"1401",2017-04-19,1216.18674286
"1402",2017-04-18,1205.634875
"1403",2017-04-17,1186.9274125
"1404",2017-04-16,1184.88067143
"1405",2017-04-15,1185.26005714
"1406",2017-04-14,1180.0237125
"1407",2017-04-13,1218.92205
"1408",2017-04-12,1226.6170375
"1409",2017-04-11,1207.744875
"1410",2017-04-10,1208.8005
"1411",2017-04-09,1181.1498375
"1412",2017-04-08,1190.45425
"1413",2017-04-07,1196.3079375
"1414",2017-04-06,1133.07931429
"1415",2017-04-05,1141.6003625
"1416",2017-04-04,1141.813
"1417",2017-04-03,1099.169125
"1418",2017-04-02,1086.92957143
"1419",2017-04-01,1079.54931429
"1420",2017-03-31,1037.90455
"1421",2017-03-30,1040.5755
"1422",2017-03-29,1046.127625
"1423",2017-03-28,1037.22925
"1424",2017-03-27,956.7863125
"1425",2017-03-26,959.340085714
"1426",2017-03-25,941.919714286
"1427",2017-03-24,1038.789
"1428",2017-03-23,1028.7268625
"1429",2017-03-22,1118.63004286
"1430",2017-03-21,1049.0844875
"1431",2017-03-20,1029.8008125
"1432",2017-03-19,952.2323625
"1433",2017-03-18,1091.1718875
"1434",2017-03-17,1180.94565714
"1435",2017-03-16,1257.399625
"1436",2017-03-15,1245.37078571
"1437",2017-03-14,1239.816225
"1438",2017-03-13,1227.494625
"1439",2017-03-12,1179.159875
"1440",2017-03-11,1098.61712857
"1441",2017-03-10,1192.46914286
"1442",2017-03-09,1157.3933
"1443",2017-03-08,1238.447
"1444",2017-03-07,1275.197375
"1445",2017-03-06,1270.9333
"1446",2017-03-05,1267.0272
"1447",2017-03-04,1285.14
"1448",2017-03-03,1259.41081667
"1449",2017-03-02,1222.4994
"1450",2017-03-01,1187.56528571
"1451",2017-02-28,1190.75195
"1452",2017-02-27,1175.04975
"1453",2017-02-26,1150.60571429
"1454",2017-02-25,1174.86625
"1455",2017-02-24,1172.01715
"1456",2017-02-23,1123.2231875
"1457",2017-02-22,1123.78842857
"1458",2017-02-21,1084.7550125
"1459",2017-02-20,1052.77928571
"1460",2017-02-19,1056.6371375
"1461",2017-02-18,1055.53685
"1462",2017-02-17,1035.208125
"1463",2017-02-16,1012.3259875
"1464",2017-02-15,1011.78025
"1465",2017-02-14,999.877375
"1466",2017-02-13,1000.604625
"1467",2017-02-12,1008.8466625
"1468",2017-02-11,999.1035
"1469",2017-02-10,976.103
"1470",2017-02-09,1052.3766125
"1471",2017-02-08,1050.11
"1472",2017-02-07,1024.01375
"1473",2017-02-06,1014.837725
"1474",2017-02-05,1030.9994125
"1475",2017-02-04,1013.027
"1476",2017-02-03,1007.6137125
"1477",2017-02-02,979.703875
"1478",2017-02-01,964.706075
"1479",2017-01-31,921.179325
"1480",2017-01-30,915.933
"1481",2017-01-29,920.31225
"1482",2017-01-28,919.27975
"1483",2017-01-27,915.95625
"1484",2017-01-26,893.045625
"1485",2017-01-25,890.320225
"1486",2017-01-24,922.0736125
"1487",2017-01-23,918.603625
"1488",2017-01-22,920.4479
"1489",2017-01-21,893.6210875
"1490",2017-01-20,895.798875
"1491",2017-01-19,874.99
"1492",2017-01-18,903.84
"1493",2017-01-17,830.5
"1494",2017-01-16,822.2
"1495",2017-01-15,817.91
"1496",2017-01-14,826.29
"1497",2017-01-13,803.37
"1498",2017-01-12,785.22
"1499",2017-01-11,906.05
"1500",2017-01-10,894.18
"1501",2017-01-09,908.14
"1502",2017-01-08,896.83
"1503",2017-01-07,883.09
"1504",2017-01-06,994.67
"1505",2017-01-05,1126.76
"1506",2017-01-04,1023.14
"1507",2017-01-03,1015.97
"1508",2017-01-02,997.72
"1509",2017-01-01,959.87
"1510",2016-12-31,952.15
"1511",2016-12-30,963.38
"1512",2016-12-29,967.48
"1513",2016-12-28,930.37
"1514",2016-12-27,897.33
"1515",2016-12-26,886.9
"1516",2016-12-25,891.61
"1517",2016-12-24,901.31
"1518",2016-12-23,860.59
"1519",2016-12-22,824.21
"1520",2016-12-21,793.09
"1521",2016-12-20,789.52
"1522",2016-12-19,788.4
"1523",2016-12-18,788.7
"1524",2016-12-17,781.56
"1525",2016-12-16,776.75
"1526",2016-12-15,774.89
"1527",2016-12-14,778.49
"1528",2016-12-13,777
"1529",2016-12-12,777
"1530",2016-12-11,773.4
"1531",2016-12-10,770.02
"1532",2016-12-09,769.72
"1533",2016-12-08,766.11
"1534",2016-12-07,756.62
"1535",2016-12-06,754.63
"1536",2016-12-05,764.81
"1537",2016-12-04,764.33
"1538",2016-12-03,772.43
"1539",2016-12-02,752.24
"1540",2016-12-01,742.69
"1541",2016-11-30,732.71
"1542",2016-11-29,733.05
"1543",2016-11-28,727.96
"1544",2016-11-27,733.67
"1545",2016-11-26,739.78
"1546",2016-11-25,737.45
"1547",2016-11-24,741.63
"1548",2016-11-23,748.74
"1549",2016-11-22,738.53
"1550",2016-11-21,729.06
"1551",2016-11-20,750.03
"1552",2016-11-19,747.52
"1553",2016-11-18,736.96
"1554",2016-11-17,736.91
"1555",2016-11-16,710.91
"1556",2016-11-15,706.46
"1557",2016-11-14,701.9
"1558",2016-11-13,703.71
"1559",2016-11-12,715.45
"1560",2016-11-11,713.69
"1561",2016-11-10,720.93
"1562",2016-11-09,708.97
"1563",2016-11-08,703.81
"1564",2016-11-07,712
"1565",2016-11-06,704.79
"1566",2016-11-05,703.69
"1567",2016-11-04,686.17
"1568",2016-11-03,733.33
"1569",2016-11-02,728.2
"1570",2016-11-01,702
"1571",2016-10-31,698
"1572",2016-10-30,714.89
"1573",2016-10-29,687.68
"1574",2016-10-28,682.22
"1575",2016-10-27,672.22
"1576",2016-10-26,655.31
"1577",2016-10-25,651.39
"1578",2016-10-24,653
"1579",2016-10-23,655.48
"1580",2016-10-22,631.92
"1581",2016-10-21,630.22
"1582",2016-10-20,629.25
"1583",2016-10-19,636.29
"1584",2016-10-18,638.18
"1585",2016-10-17,641.42
"1586",2016-10-16,637.94
"1587",2016-10-15,639.56
"1588",2016-10-14,635.96
"1589",2016-10-13,635.01
"1590",2016-10-12,639.3
"1591",2016-10-11,617.54
"1592",2016-10-10,615.65
"1593",2016-10-09,618.04
"1594",2016-10-08,617.21
"1595",2016-10-07,612.08
"1596",2016-10-06,612.35
"1597",2016-10-05,609.62
"1598",2016-10-04,611.85
"1599",2016-10-03,610.51
"1600",2016-10-02,614.82
"1601",2016-10-01,609.39
"1602",2016-09-30,606.36
"1603",2016-09-29,605.67
"1604",2016-09-28,605.96
"1605",2016-09-27,608.14
"1606",2016-09-26,601.74
"1607",2016-09-25,603.88
"1608",2016-09-24,604.22
"1609",2016-09-23,597.42
"1610",2016-09-22,598.88
"1611",2016-09-21,609.74
"1612",2016-09-20,610.19
"1613",2016-09-19,611.58
"1614",2016-09-18,608
"1615",2016-09-17,609.11
"1616",2016-09-16,610.38
"1617",2016-09-15,612.08
"1618",2016-09-14,610.92
"1619",2016-09-13,609.67
"1620",2016-09-12,608.15
"1621",2016-09-11,625.76
"1622",2016-09-10,625.07
"1623",2016-09-09,627.77
"1624",2016-09-08,614.46
"1625",2016-09-07,611.09
"1626",2016-09-06,608.1
"1627",2016-09-05,610.59
"1628",2016-09-04,600.88
"1629",2016-09-03,576.21
"1630",2016-09-02,572.81
"1631",2016-09-01,574.82
"1632",2016-08-31,578.61
"1633",2016-08-30,575.22
"1634",2016-08-29,576.53
"1635",2016-08-28,571.54
"1636",2016-08-27,581.07
"1637",2016-08-26,579.86
"1638",2016-08-25,582.84
"1639",2016-08-24,586.18
"1640",2016-08-23,588.97
"1641",2016-08-22,582.82
"1642",2016-08-21,583.2
"1643",2016-08-20,576.65
"1644",2016-08-19,576.03
"1645",2016-08-18,575.51
"1646",2016-08-17,581.11
"1647",2016-08-16,570.14
"1648",2016-08-15,570.97
"1649",2016-08-14,586.43
"1650",2016-08-13,587.75
"1651",2016-08-12,589.24
"1652",2016-08-11,592.18
"1653",2016-08-10,588.77
"1654",2016-08-09,592.69
"1655",2016-08-08,594.27
"1656",2016-08-07,588.23
"1657",2016-08-06,576.55
"1658",2016-08-05,577.31
"1659",2016-08-04,565.05
"1660",2016-08-03,515.06
"1661",2016-08-02,606.32
"1662",2016-08-01,628.01
"1663",2016-07-31,654.73
"1664",2016-07-30,656.88
"1665",2016-07-29,655.32
"1666",2016-07-28,654.98
"1667",2016-07-27,655.06
"1668",2016-07-26,654.69
"1669",2016-07-25,661.41
"1670",2016-07-24,655.84
"1671",2016-07-23,651.58
"1672",2016-07-22,664.88
"1673",2016-07-21,665.64
"1674",2016-07-20,672.84
"1675",2016-07-19,673.2
"1676",2016-07-18,675.45
"1677",2016-07-17,662.15
"1678",2016-07-16,664.57
"1679",2016-07-15,658.83
"1680",2016-07-14,657.45
"1681",2016-07-13,672.76
"1682",2016-07-12,647.98
"1683",2016-07-11,648.09
"1684",2016-07-10,651.86
"1685",2016-07-09,659.55
"1686",2016-07-08,636.35
"1687",2016-07-07,673.78
"1688",2016-07-06,666.48
"1689",2016-07-05,676.32
"1690",2016-07-04,658.41
"1691",2016-07-03,701.71
"1692",2016-07-02,675.18
"1693",2016-07-01,671.4
"1694",2016-06-30,637.95
"1695",2016-06-29,646.37
"1696",2016-06-28,646.7
"1697",2016-06-27,627.39
"1698",2016-06-26,664.9
"1699",2016-06-25,660.6
"1700",2016-06-24,624.54
"1701",2016-06-23,587.45
"1702",2016-06-22,665.95
"1703",2016-06-21,729.19
"1704",2016-06-20,760.81
"1705",2016-06-19,754.36
"1706",2016-06-18,743.91
"1707",2016-06-17,762.43
"1708",2016-06-16,692.28
"1709",2016-06-15,685.24
"1710",2016-06-14,702.0665
"1711",2016-06-13,664.8465
"1712",2016-06-12,594.4399875
"1713",2016-06-11,577.549875
"1714",2016-06-10,575.2941375
"1715",2016-06-09,578.68
"1716",2016-06-08,577.54
"1717",2016-06-07,584.5
"1718",2016-06-06,574.02
"1719",2016-06-05,573.74
"1720",2016-06-04,568
"1721",2016-06-03,539.99
"1722",2016-06-02,539.47
"1723",2016-06-01,531.15
"1724",2016-05-31,525.15
"1725",2016-05-30,512.16
"1726",2016-05-29,522.43
"1727",2016-05-28,470.29
"1728",2016-05-27,452.49
"1729",2016-05-26,447.94
"1730",2016-05-25,445.34
"1731",2016-05-24,442.17
"1732",2016-05-23,438
"1733",2016-05-22,443.89
"1734",2016-05-21,441.25
"1735",2016-05-20,441.87
"1736",2016-05-19,452.9
"1737",2016-05-18,452.89
"1738",2016-05-17,454.88
"1739",2016-05-16,457.08
"1740",2016-05-15,455.65
"1741",2016-05-14,456.82
"1742",2016-05-13,454.7
"1743",2016-05-12,452.51
"1744",2016-05-11,450
"1745",2016-05-10,461.63
"1746",2016-05-09,457.82
"1747",2016-05-08,459.04
"1748",2016-05-07,460.91
"1749",2016-05-06,448.51
"1750",2016-05-05,447.37
"1751",2016-05-04,450.96
"1752",2016-05-03,443.9
"1753",2016-05-02,451.9
"1754",2016-05-01,447.17
"1755",2016-04-30,456.16
"1756",2016-04-29,450
"1757",2016-04-28,447.31
"1758",2016-04-27,467.98
"1759",2016-04-26,463.86
