Time,bitfinex,bitflyer,bithumb,bitstamp,btcchina,coinbase,huobi,kraken,okcoin,others
2016-03-26 00:00:00 UTC,5039.73935942,1965.87352161001,2019.74957472,1253.0063756,14352.3959999999,4106.13970229,1868927.27679999,4865.63865286,1907059.056,69366.65364094925
2016-03-27 00:00:00 UTC,22410.7568962201,3045.56072090001,2305.78866305,5038.8775332,23514.1014999999,5153.07631891998,2461023.19749992,5916.03392895,2825217.24700007,75797.07208997018
2016-03-28 00:00:00 UTC,9241.01649983,2665.96539959,2722.47894109,3283.79146452,26292.7410999998,6186.27905233,2354515.9756,7635.43855959,2251310.48399999,79520.23583287654
2016-03-29 00:00:00 UTC,23306.73060022,3904.07071439997,3437.28388832,5955.00099026,37376.1099000003,8374.00133651997,2994710.5844999,7428.65243478,3005219.48700011,91360.9541726608
2016-03-30 00:00:00 UTC,9037.93067535,5398.85685238998,3587.87710235,4824.85455188,25277.8178999999,6683.99556391997,2705165.17069995,7107.91687786,2532204.73500046,58111.86661767254
2016-03-31 00:00:00 UTC,7268.31765999,4182.67850538,3342.69264484,3774.42082775,24075.7080999997,6009.33250076998,791692.6609,11616.62752307,2413886.71199979,86098.60738480043
2016-04-01 00:00:00 UTC,5456.76943887,3278.67499505,2307.67952571,3736.77266241,19688.3856999998,6307.77276263998,459951.416899995,4922.39967623,524643.316000007,68019.24568825313
2016-04-02 00:00:00 UTC,6070.78823934,3376.34835195,2295.34830234,2072.95050098,17388.2279999999,4343.21513076,600471.404600012,3995.78340941,782012.678000049,55982.74281641729
2016-04-03 00:00:00 UTC,4254.11994825,5968.26014389,1996.06520366,1337.67303294,15494.8353999999,3595.50860874,465563.755100004,2916.92970461,576405.055000002,50644.137586361445
2016-04-04 00:00:00 UTC,5751.29314238,6889.71590487,2213.6046359,3457.56274345,17846.8534999998,5956.15245850002,503574.721000002,7257.19272775,652036.284999973,62420.57973143845
2016-04-05 00:00:00 UTC,7261.82082675,4899.81178248999,2742.33833885,3956.55659754,21270.2288999999,6539.07468038999,549246.836699999,6721.62822591,642017.795000011,61406.670355630304
2016-04-06 00:00:00 UTC,5680.19307306,7729.85500292999,2147.92799003,2396.3483709,21062.1719999999,6045.26980643999,524589.767900005,8710.84621195,634588.531000016,62506.68861887224
2016-04-07 00:00:00 UTC,7727.14024559,5770.07071292,2424.68007481,3216.81131955,16794.0468999998,5793.956108,566196.139400007,7892.19045113,732906.418999979,67766.02829817028
2016-04-08 00:00:00 UTC,9847.57852609,7948.78632034998,3006.78567916,4584.13099271,27340.0863999999,7306.08296695999,767394.321699999,7796.76591209,794231.640999921,64659.230867203856
2016-04-09 00:00:00 UTC,6326.97349855,3807.8695205,2631.74556145,3599.39669345,25284.2988,3886.16907375,901748.579900001,4609.05218568,1048491.14899998,55072.368583024414
2016-04-10 00:00:00 UTC,4248.0217564,3570.65903599,2329.29604045,1779.82860787,17316.8916999999,3340.97973907,468401.794200005,6031.01430132,556107.784000054,52159.93600778011
2016-04-11 00:00:00 UTC,6404.8393151,7469.51925133,2355.46877379,3487.8325098,21530.1296999999,5796.56334281,699330.021899999,7730.18955994,813618.762999944,54173.04081900824
2016-04-12 00:00:00 UTC,14772.70507218,7039.31707833,2969.55023802,6082.73402325,29033.962,7912.14015554997,1266170.67439997,6996.71778168,1335662.80799999,64951.99290510014
2016-04-13 00:00:00 UTC,6666.45445863,6990.66672202,2314.09738422,3917.08383409,22608.8964999999,6928.76661453998,784050.236899987,8931.96261235,887057.567999987,70070.4762412942
2016-04-14 00:00:00 UTC,4132.51666239,5103.07291034,2517.22337346,3863.79952226,22442.8878999997,5417.80757496,605522.953699992,4463.87403145,759309.767999972,59419.09616747536
